"","ANXDEP1","ANXDEP2","ANXDEP3","ANXDEP4","ANXDEP5","ANXDEP6","ANXDEP7","ANXDEP8","ANXDEP9","ANXDEP10","ANXDEP11","ANXDEP12","ANXDEP13","WITHDEP1","WITHDEP2","WITHDEP3","WITHDEP4","WITHDEP5","WITHDEP6","WITHDEP7","WITHDEP8","SOMATIC1","SOMATIC2","SOMATIC3","SOMATIC4","SOMATIC5","SOMATIC6","SOMATIC7","SOMATIC8","SOMATIC9","SOMATIC10","SOMATIC11","SOCIAL1","SOCIAL2","SOCIAL3","SOCIAL4","SOCIAL5","SOCIAL6","SOCIAL7","SOCIAL8","SOCIAL9","SOCIAL10","SOCIAL11","THOUGHT1","THOUGHT2","THOUGHT3","THOUGHT4","THOUGHT5","THOUGHT6","THOUGHT7","THOUGHT8","THOUGHT9","THOUGHT10","THOUGHT11","THOUGHT12","THOUGHT13","THOUGHT14","THOUGHT15","ATTENT1","ATTENT2","ATTENT3","ATTENT4","ATTENT5","ATTENT6","ATTENT7","ATTENT8","ATTENT9","ATTENT10","ATTENT11","RULE_BR1","RULE_BR2","RULE_BR3","RULE_BR4","RULE_BR5","RULE_BR6","RULE_BR7","RULE_BR8","RULE_BR9","RULE_BR10","RULE_BR11","RULE_BR12","RULE_BR13","RULE_BR14","RULE_BR15","RULE_BR16","RULE_BR17","RULE_BR18","AGGRESS1","AGGRESS2","AGGRESS3","AGGRESS4","AGGRESS5","AGGRESS6","AGGRESS7","AGGRESS8","AGGRESS9","AGGRESS10","AGGRESS11","AGGRESS12","AGGRESS13","AGGRESS14","AGGRESS15","AGGRESS16","AGGRESS17","AGGRESS18"
"SOMATIC6",0.0230977599511606,0.0347635367754175,0.0628480998662079,0.0590493358522923,0.0354822232417911,0.00374007609486424,0.0357315535320337,0.027984770862169,0.048765848495346,0.0612516427030262,0.0660548137551067,-0.0258336803946589,0.113546527293669,-0.00613704519474834,0.0013778014146669,0.00582622145471703,0.00987942497838851,0.0443613740675897,0.083099926364812,0.0600592914253372,0.0173038058620795,-0.14953747731303,-0.0924119865572431,0.123682058825701,-0.183567651200617,0.137152241499058,0,0.125277828646144,0.0274784628744859,-0.0159315070521255,0.139860701043563,0.0657745392273033,-0.013086848500966,0.0118391093079339,-0.0519169345723775,-0.0364193355862643,-0.0188357580348882,0.0833655277622279,-0.0162154103948622,-0.0297303543072913,-0.00508201783358636,-0.0199966773452212,-0.0300708682200659,-0.0421197806688048,-0.0144906211342661,-0.00544375647957701,-0.000981367740235439,-0.00207663803705516,-0.065201616488981,-0.080688145073822,-0.0156594283714687,0.0417012593699073,0.00888711037294029,0.00515666057789488,-0.0698040304548181,-0.0465276516590364,0.107610902982928,0.0763532137989358,-0.07541027462745,-0.0272740525522759,0.011782027813234,-0.0652432165068711,-0.0613582416596784,-0.0163940347059874,-0.00448040458470225,-0.0674008482955031,-0.0548041303801993,-0.0476660870214045,0.00471978679153962,-0.0519911826256556,-0.0774631673727382,-0.0735922171700637,-0.0535497232216527,-0.0442893244561548,0.0287738318273895,-0.0345827625786307,-0.151211006420607,0.0567106049467593,-0.0765350316850723,-0.0795618232565082,-0.0495178699277858,0.00122944025303723,-0.0215535894760224,-0.0546978220703455,-0.0615983553968203,0.0663253270902931,-0.0225030233569753,-0.0248507572101956,-0.0483505359382347,-0.0389672374859237,-0.0314926529818606,-0.0573501147019253,-0.0534279537128327,-0.0721099055437661,-0.0169706072708017,-0.0594373230911151,-0.0232645181612372,0.0135794072407027,0.025499603314494,0.0300396391848981,-0.0321939240970153,-0.0421484346731104,-0.0376739262125246,-0.0457822659479345,-0.0102305533872574
"SOMATIC7",0.0158377560603952,0.0530161814480465,0.130240000284563,0.0365925108647271,0.0853274748232172,-0.00146000420187864,0.0537841184823822,0.0293711824968638,0.0957693513418983,0.116403461395167,0.0613036293875134,0.0416508008821658,0.152937279253878,-0.022760998306742,-0.0256743007153138,-0.0574752268141373,-0.0397446784912658,0.00428170962417343,0.0895708705963255,0.0669929566023918,0.00636010249402091,-0.184087450393078,-0.0909600174600645,-0.00361990191684114,-0.242218368100596,0.0229603381553725,0.125277828646144,0,-0.0458444442760552,-0.038398296145467,0.261365083879293,0.27963621103971,0.0389247775958491,0.0237080517284762,-0.140201920047177,-0.0691781599497667,-0.027019385303342,0.0738028731639051,-0.0392265585121068,-0.0660391556444533,0.0224217947815104,-0.0541771223184309,-0.0388711308683189,-0.0423377110368527,-0.031621394623958,0.050662896663718,-0.0198674539474065,0.00921069909488181,-0.0974629642396289,-0.069463372944474,-0.0774731501282541,0.066612494046377,0.00235493245412283,0.018215998128938,-0.0632418390582922,-0.0323067397624709,0.07390480266163,0.0630068315191896,-0.075656189959768,-0.0286797329193034,-0.00871742550139926,-0.122627872969813,-0.103263744803628,-0.0627802558950562,-0.0231970769215471,-0.093777108909631,-0.107360291810609,-0.111291193685221,-0.0203971272020563,-0.0671065326361652,-0.145776316071929,-0.132177519924797,-0.105520285436901,-0.111940773180278,-0.0363247729435802,-0.0141505071304203,-0.0839640275907979,-0.0939196512636792,-0.112439382925577,-0.16088616723785,-0.0485563796071704,-0.0776050862892637,0.0144516583686428,0.0334732260262164,0.18241426192213,0.197960502935657,-0.0786785545924379,-0.0683096009786922,-0.0902928768881657,-0.0209420449637567,-0.0899630900138714,-0.0947549530106825,-0.0989203055504358,-0.175750779776345,-0.122902565195309,-0.0910339791586146,-0.0727535954295631,-0.0151881199838216,0.0147450760007513,0.0401455430900043,-0.0592512074062819,-0.0804440338240174,-0.0645422361234863,-0.11621181466246,-0.0122328457404776
"SOMATIC8",0.074971509219473,0.0830742941943203,0.109515943656627,0.0563749899597521,0.0114680618327293,0.0245789880989226,-0.00250493180360331,-0.000944116635810233,0.0174947332907154,0.0720780795368611,0.0116708485641098,0.0388990586430151,0.01433568649799,0.0948511094277301,0.0445152068601916,0.0385798691864737,0.0285118794167638,0.101562006543979,0.115969154257774,0.0458814176467565,0.081542273475873,-0.13683285978895,-0.0697910323590643,0.0180016420535919,-0.0472535019297429,0.0154023956616511,0.0274784628744859,-0.0458444442760552,0,0.0324528727558246,-0.0548353426051749,-0.0206623268136091,0.0524469113523521,0.0352611490010394,-0.00582889494158656,-0.00531654840121157,0.0234635368926874,0.00648141089061327,0.00609651873398095,0.00638769342483653,0.0568667672996299,0.0129821715127126,0.0501520396968529,-0.0215945203668403,0.0465664687841202,0.174367954639495,0.0730226266474551,-0.0395004710122533,0.0366002617211575,-0.0549203927470587,0.0798917941021332,0.13514020752785,0.0125166181423597,-0.0178813534800031,0.0227975472120661,0.0298228910691085,0.0254028485518429,-0.0344227516864044,-0.00464221673437415,-0.0136877026723125,-0.048026755968746,-0.00794611753302749,-0.0452723808270598,0.0876647193427224,0.0133410505172669,-0.0557521459006546,0.023996018466449,-0.0164582607192189,0.0895122326049989,0.0169148892635339,-0.0240800262874203,-0.0842157189180061,-0.00681773778139877,-0.0100351570787799,-0.000738361887725691,-0.147876171205585,0.0178641232501007,0.0240950363346722,-0.0752591505597263,-0.0335925854369057,-0.00148324475420911,-0.0465726816202626,0.0694377936048497,0.23940773224324,0.113269872304561,0.461056378093472,-0.0525950815928224,-0.0748524659457011,-0.112259390028906,-0.0399293496264388,-0.0145118102520914,-0.00479850075504962,-0.0608523703854432,-0.0414720740442459,-0.0658076060172177,-0.115122188964002,-0.00104189601067872,-0.0431040984545023,0.0512641617017922,0.0360517972570096,0.0691882974411747,-0.0603744276753536,-0.0334990953042527,-0.0815508810199237,-0.0163560709811259
"SOMATIC9",0.017271932111324,0.0847987811010338,0.0255242362857855,0.0665387386769093,0.0428031065179827,-0.010191114840854,-0.0089051214889741,0.0418322808550191,0.0222634331493634,0.0588130796803331,0.0737373374736142,-0.0353660915252454,0.0756981413697159,-0.0465393298773558,-0.0124611470399088,-0.00350203433695107,0.060269713786595,0.059601468189023,0.0816362363580803,0.00654197997367734,-0.00147602546126882,-0.120623141205105,-0.0659246237625275,-0.0593057804976385,-0.145373406732237,0.0256811921161485,-0.0159315070521256,-0.038398296145467,0.0324528727558246,0,0.00365053247768088,0.0373430568621528,0.0245168242286516,0.0368959840405481,-0.0428272907244353,0.000751064403780644,-0.0508774920675535,0.0954116819863136,0.0029036888235848,-0.0209191631743501,0.0637718403290716,-0.0107564242881342,0.00478861288849522,0.000887431636914793,-0.0605092444219185,0.0475306393360097,0.0256494033228636,0.0531272805398037,-0.00263840017768399,0.0262792489624554,0.0408537573769953,0.0025688845797959,0.0343088640485687,0.0560827163618204,-0.0315208570448446,-0.00420555807058626,0.078635475598069,0.0158748405613439,-0.0215626529011541,0.00863740406212279,0.00254433130685375,-0.0411496336021231,-0.0507364235732921,0.0381393321234433,0.0440177700963299,-0.0268411870949309,-0.00500505462860754,-0.00345602512433549,0.047548034588928,0.0551075421243422,-0.0271852018554554,-0.0369678912439627,-0.0164327800998175,0.00566276226712981,0.0523514400220292,0.0303062671338195,-0.0931307212212186,0.103312392588874,-0.0566976018339371,-0.0134750636974753,-0.0232679369323325,0.0272174265108308,0.021285050001739,-0.860801372763148,0.0621324040729921,0.385867944085919,-0.0705747216331077,-0.0349279066749179,-0.0160887821450935,0.00486548515404914,-0.0354101766791742,-0.0583334736877356,-0.0189911036388359,-0.0781202623246819,-0.0297475539114273,-0.0490778958473121,-0.0305961581585706,0.0146431873806085,0.0124800181501551,0.0172996128729649,-0.0115155375505564,-0.00554051857213855,-0.0312677484003987,-0.0456066530529871,0.0518101196025856
"SOMATIC10",0.0477358782374381,0.0453018969751418,0.128574469375599,0.00671145064075768,0.074025633451231,0.0109312393211835,0.0347949367092895,0.0497445448690054,0.0884392500137098,0.0891304029132777,0.0604416398551286,0.0344402647072113,0.135798424275236,-0.0298449337634194,-0.0420318872690748,-0.0154922782198041,-0.0205619055233573,0.0257726733797155,0.0976239532584239,0.0688091795575827,-0.0299449224346279,-0.164139836145363,0.0263833323330659,0.00149795765450178,-0.20584781455336,0.0734034483314615,0.139860701043563,0.261365083879293,-0.0548353426051749,0.00365053247768088,0,0.20673240959678,0.0292590817190357,0.0195510532645005,-0.110349196280561,-0.0462103613044641,-0.0526763707531797,0.0920929880513017,-0.0323021866564557,-0.0828051907641152,-0.00174202063727763,-0.0145777276084108,-0.0436429633068748,-0.0534006342554553,-0.016484456341336,-0.0260147520160605,-0.027150342794633,-0.00208119708404761,-0.0261780990595141,-0.0216675763040602,-0.0901311442523463,-0.00470201183162647,0.0285010879400301,-0.00810529732486795,-0.0934276420264016,-0.0819767761747931,0.078314650320877,0.0816042643946107,-0.0803430026680992,-0.0332052319110837,-0.00582660252435241,-0.117475946179074,-0.0946323071507702,-0.0707246712949603,-0.03735768390257,-0.0856365496252097,-0.0976219956241187,-0.0844776927875406,-0.0544992199594959,-0.174175276851992,-0.13800068409344,-0.122051713244398,-0.0972551674805789,-0.084982349765168,-0.00667275380174684,-0.0588732315793429,-0.127733404489602,-0.0850782153921911,-0.118733188855085,-0.154829318979095,-0.0955333240012623,-0.0284211056232912,0.0458622063542711,-0.957511375802373,0.0952171161346073,0.0959705521501261,-0.118467277992886,-0.0405270036725408,-0.106302774364573,-0.0182640494813553,-0.0844896709217614,-0.114047048055347,-0.079759622927172,-0.158130354608267,-0.116377900188223,-0.116928456418366,-0.0490979627070827,0.000142777375285286,-0.00514290264043943,0.0462626846267827,-0.057994988772424,-0.0507032026781704,-0.0408534082107014,-0.112918932388959,-0.0373227000674245
"SOMATIC11",0.0167859872516235,0.0430806314190652,0.108149609029617,0.00522177530092091,-0.039045246869151,-0.0647440458341636,-0.0418339288752451,-0.0560301747492267,-0.0275733110022431,0.0398948427776259,-0.0354883183069737,-0.0530653818420009,-0.00637508260506681,-0.0789981457327469,-0.0265012239616634,-0.013566771360156,0.00909980648955311,0.028323806756742,0.0606845538490965,-0.00570690323848241,-0.0158008057059249,-0.127331857328309,-0.0739233892034091,-0.0593304683336987,-0.114336134306514,0.00775914151959811,0.0657745392273033,0.27963621103971,-0.0206623268136091,0.0373430568621528,0.20673240959678,0,0.049113543060065,-0.0435897692065296,-0.0981115763341109,-0.0972999584510023,-0.0233962434894946,0.0520184049766736,0.0124354196130332,-0.0410745618293987,0.0195277684443616,-0.0147239509350764,0.0328924018581154,-0.0699424401035987,-0.0100488369064819,0.107121620185913,-0.0152356733516614,0.014415213829882,0.0183021001874306,0.0124850028094363,-0.0618479474059427,0.15533607716539,-0.0409247197130162,-0.0139129659051782,-0.0476004194626617,0.00398689938043084,0.0485218365253381,0.00326622856498601,-0.0470973781992647,-0.0353610894777058,-0.0123153105356138,-0.0657174988859651,-0.0334328559012992,-0.0216139820984591,-0.0260313266986971,-0.0611831748184815,-0.00411197796716956,-0.0361029593830443,0.0150684786314238,-0.00389467170910464,-0.0804986889085399,-0.037877303276708,-0.0182676610386591,-0.0142132401786456,0.0223169338146246,0.11123798894563,-0.0697026175215337,0.12449064207672,-0.0613255522282873,-0.0714556352351785,0.0130176345191932,-0.009914186604151,0.00536768299884109,-0.814301500231121,0.143371509707278,-0.688179702677082,-0.0729723670317518,-0.089188511936589,-0.049854250464338,-0.0531041536403279,-0.0603612731671106,-0.0364918482394861,-0.0553590081845949,-0.0663290194400011,-1.65877764138345e-06,-0.019991437319185,-0.0215092134069158,-0.0498568786107407,-0.0316375300252431,0.0169808999866111,-0.0513188844588873,0.0258896085771786,-0.062067000412017,-0.0481171188111046,0.0101617395734709
"SOCIAL1",0.155975332205708,0.176127655204627,0.102439515014112,0.0637707789340112,0.0277017636787427,0.0243531221424712,-0.0347735323240568,0.0734673965473521,0.154901808703214,0.0208516248458536,0.0601805811870206,-0.0117194516687888,0.0445789153529752,0.017565273103414,-0.0271531785808587,0.0404023678862367,0.00915634985557745,0.163440230244981,0.0107170729544623,-0.033209365335408,-0.00159928143800897,0.0535480371653804,0.0371068253657775,0.0359399023847187,0.0843774317579628,-0.00018188833149882,-0.013086848500966,0.0389247775958491,0.0524469113523521,0.0245168242286516,0.0292590817190357,0.049113543060065,0,0.0726606617045735,-0.123466986273392,-0.0123195917204901,-0.0868425070000444,-0.0626716088680072,-0.0493419313097815,-0.0844994056048362,-0.042774891093412,0.00888217618601128,-0.0130626855722959,0.0413423076847566,-0.0312669048147546,0.0191498801114874,-0.0117878759369928,-0.0586559976798159,-0.060905919046368,-0.00276438444076993,0.0382625537245762,0.0163305410028955,-0.00598521303054161,0.0295243213280189,0.000134114850653511,-0.0286031967746536,-0.0238294699346535,0.0170235727155688,0.112227004033437,0.0249502401950324,-0.0326350046837091,0.00997695830541112,0.0259752351389829,0.111735859574885,-0.0356362172410287,-0.0540573757449598,0.0137609993505177,-0.0364683362628005,0.0349051945592272,0.106559309104535,-0.0557265922495464,-0.122917107266309,-0.0467574035744212,-0.0767430632697015,-0.00537223868239201,-0.124557549311552,-0.0572085408797857,-0.0277521235931362,-0.13692172348903,-0.0966376980315085,-0.0724401710904322,-0.0180484680410245,0.0262037179490293,-1.02684947311436,0.00616942126386005,-0.807722831882528,-0.117190494295491,-0.045610285424156,-0.110924309817094,0.166378652289591,-0.0401523786436063,-0.0737372412262605,-0.0847232448550083,-0.0797026113651633,-0.101402613074278,-0.119965916639849,-0.0153142172300844,-0.0676804343464246,0.0214997050937624,-0.00946220202147507,0.0379211198860018,-0.0964651221146948,-0.0521633867295062,-0.125788262084223,-0.0124698295654297
"SOCIAL2",0.129855768892405,0.0463223079088345,0.130376619605623,0.074732602852448,0.0830699431962306,0.179588028261,0.159732308316557,0.0146902821560273,0.0503022430329924,0.0942288627730516,0.0824541752074178,0.0706634260328343,0.0877506035627737,0.0687555801271683,0.0119447129389795,-0.0138120189891573,-0.0177688077890027,0.024635090201182,0.0546861602149434,0.137029095568907,0.0668612112109153,0.0468559349016505,0.0491343220339382,0.035850718944515,0.0848607814805273,0.0482012309566712,0.0118391093079339,0.0237080517284762,0.0352611490010395,0.0368959840405481,0.0195510532645006,-0.0435897692065296,0.0726606617045736,0,-0.0579274309868005,-0.0260591889635572,-0.0149402492393661,-0.0962303672328872,0.0237622418396044,0.00237635732501196,-0.0960294108443188,-0.040330106520984,-0.0679991851945028,0.0281706973411922,0.0105276454561799,-0.00350370945265277,-0.0264629087133853,-0.0293623741707735,-0.0947372223452706,-0.0658715583712767,-0.0518191794285378,0.00100724109970851,-0.0158550704751053,0.0164881716651678,-0.0418034889606324,-0.00396954167639418,-0.0362667395258482,-0.0223951999884666,0.0191186459062871,0.0310337800082596,-0.0226151872153246,-0.0446047661709875,-0.0344424118438272,0.101257881319602,0.0213046060019876,-0.0602843031665819,-0.033591974882782,-0.0478931404422928,-0.000997883768610541,-0.0686894791087404,-0.114734633389799,-0.137608287522737,-0.0746086090279816,-0.107009107646087,-0.0107809537439904,-0.0665463364498621,-0.0708440649979171,-0.200114942208611,-0.142510442178311,-0.112126700327853,-0.106882307624005,-0.0747912643447658,-0.0305410376714915,-1.03795679637682,-0.065207053073784,0.153884885992643,-0.123392796018704,-0.0224115952221736,-0.129232040372041,0.0755664397551031,-0.0383876174870575,-0.0989566343972691,-0.0915775358030494,-0.10344246245597,-0.0998767202428062,-0.06325707679017,-0.0666783052472457,-0.0422663868231138,0.0162723191550571,0.0754539293886832,-0.00877041575778353,-0.067794673732861,-0.0634671768947372,-0.105149169242027,-0.00620541206240099
"SOCIAL3",-0.0112222130388356,-0.0731888855840842,0.0388751860563928,-0.03756539027013,-0.0861623280749968,0.00785691132513849,0.00588609218996233,-0.049060171000087,-0.0917888818212262,-0.109039052954578,-0.0830623853587927,0.000856544361264644,-0.101238662906985,0.0283865139221783,0.0952751214987299,0.0230787956535188,-0.0304787167457093,-0.0790134644112314,-0.0347018376156204,0.00801055796913475,0.0811659689902702,-0.0615618329263122,-0.0183820909903116,-0.0620583845832706,-0.0329117313580044,-0.0724594458267383,-0.0519169345723775,-0.140201920047177,-0.00582889494158653,-0.0428272907244353,-0.110349196280561,-0.0981115763341109,-0.123466986273392,-0.0579274309868005,0,-0.0634368576646217,-0.0129608623566563,-0.149930897434972,0.0591707104591246,0.159790904329367,-0.140860786602217,-0.0417210007321194,-0.0297879406927272,-0.0503697672984633,-0.0657786971538248,-0.0890438655109096,-0.106738089120746,-0.033576917096899,-0.0265369700401026,0.000911520842165614,-0.0338390687997934,-0.0467938038248729,-0.0524356057727873,-0.0806827772736265,-0.016228007261485,-0.0191911540617345,-0.0676474677026103,-0.0784324846957234,0.0508824926425093,-0.0101240569432393,0.0159755497464675,-0.0531725794010712,-0.0319415246692661,-0.0589513514106358,-0.0546180453933207,0.0448397896917175,0.0336908737949456,-0.071563195830861,-0.0351855107865841,0.0659769465232774,0.0712521953547581,0.0188636936005091,0.034864873441039,0.0159345420603865,0.0126652010316827,0.0506344717336765,-0.0824738507097431,0.00530351651391692,-0.0193886915745857,0.00646117239859523,0.0267741257395346,0.0353002790624067,-0.00872670715982932,0.139031098921368,0.000113221375000694,-0.800190943661536,-0.00928502734963632,0.0334570815938613,0.103443593410971,0.0103336018397128,-0.024545212981302,0.0144885346385311,0.0158605339246664,0.136269251181306,0.170426766206644,0.0928735668395116,0.0140441968656768,-0.00585385292680951,-0.032664297078998,-0.0268915069298445,0.0234684868491214,0.043133591151341,0.0157055713736812,0.0741709169288183,-0.0140224992841512
"SOCIAL4",0.0971286454161824,0.00306655882370505,-0.0366218597047132,0.00164294584090735,0.0828602201544973,0.145564471621016,0.0315507870911574,0.00411271106892469,-0.026819186847115,-0.0106298517778103,0.0632397845678317,-0.040512683003498,-0.0250655278213661,0.0293337009953429,-0.0885105524091452,-0.00966905266381751,0.00620961111113921,-0.0177750656599505,-0.0787059929481144,-0.0365088095886593,-0.0817935373009913,-0.0161466814085853,-0.0126935010081655,-0.0257438532065378,0.00791152210428736,-0.008636911316384,-0.0364193355862644,-0.0691781599497667,-0.00531654840121157,0.000751064403780616,-0.0462103613044641,-0.0972999584510023,-0.0123195917204901,-0.0260591889635572,-0.0634368576646218,0,-0.0266013845784234,-0.0756102972794106,-0.115077127245891,-0.11676435055235,-0.14525955667555,-0.0723042946932411,-0.0925011278766165,-0.026265076330393,-0.042892088313607,-0.11668634779879,-0.068286080000301,-0.0659936885412105,-0.0417561560975925,0.00739744686547145,-0.0582018861495373,-0.159993280897356,-0.0615330746223854,0.0241276985466666,-0.0816249869070127,-0.0773702035751982,-0.0665734340637086,-0.0940113282538769,0.0022836109581712,-0.00935835414401326,0.155055715011712,-0.0979528901335726,-0.0581399706673845,-0.0397303105024675,-0.0836037973000391,-0.0172465076822896,-0.0683052044137307,-0.0849485163447122,-0.0687849323114745,-0.081005525098125,0.0808071044259594,0.00784547064298657,-0.00525328253274598,0.0456606918039369,0.00875629338645789,-0.080193728157791,-0.0774749999414931,-0.0652396802588868,-0.0135215125677471,-0.0739806976896659,-0.0221581857985687,-0.00886274942077753,0.0123400955211809,-1.08616397276835,0.0570394929041745,0.0388259017328694,-0.00911115532301204,0.0939962105385069,0.0689852086037475,0.144399153619635,-0.00742853921963771,0.0333630997728434,0.0265546411599677,-0.0821063570360707,0.0428234014690347,0.00716631318478461,0.0649748400183083,0.0476422841706359,0.0606901223066298,0.0972100279890331,0.103463254205021,0.073214984321591,0.0720616170028554,0.0250950443386116,0.0227996330598639
"SOCIAL5",0.0575261693004537,-0.0113301238922839,0.135198635579069,0.144643167699142,0.104046953213391,0.216628641529729,0.181513057570381,0.00447152469276191,0.0123106204556598,0.083490742622756,0.00744911676705173,0.0974256724351331,0.0331152830564159,0.0539781258006376,0.0251065322046305,-0.00800388498003601,-0.00696209060270897,-0.0679086236187781,-0.0357594403930891,0.0478872799129227,0.0287082824835032,0.000673189090168946,-0.0182810188992419,-0.00311971089477175,0.0431586454386683,-0.0188620579830699,-0.0188357580348882,-0.027019385303342,0.0234635368926874,-0.0508774920675535,-0.0526763707531797,-0.0233962434894946,-0.0868425070000444,-0.0149402492393661,-0.0129608623566563,-0.0266013845784233,0,-0.120607023226873,-0.00615935326520245,-0.0399114490169833,-0.178807602185492,-0.116986327429561,-0.100777575762714,0.0349925656697747,0.109306479712517,0.00864084258748737,-0.0582743545386455,-0.040742805925479,0.0639493969787464,-0.0451254738323971,-0.0323192968354112,0.033526634623527,-0.0295882579447722,-0.0232664804557248,-0.00499309110316115,-0.0315917430589747,-0.106657352600106,-0.0416014140071378,7.19207019783674e-06,-0.013303779441739,0.0125200624686243,-0.119730266557082,-0.0653428534791537,0.0194519074618069,-0.0306704495267489,0.0173975055970204,-0.0498912316049969,-0.0954096806954664,-0.0283364979849652,-0.00493649814236743,-0.0315284388739359,-0.0571192190813863,-0.0499917114225214,-0.0381214119183453,-0.0419110786120546,-0.020729538781997,-0.0463438281527218,-0.103518719835678,-0.0648473726233567,-0.0811713211980177,-0.00863742901223558,0.000201026378595148,0.0430006809607276,0.019366783503227,0.0236697282596127,0.269897476658071,-0.0647317557345923,0.0146659841036996,0.0479508289132918,0.0034647627658978,-0.0860782240972817,-0.0469618709470374,-0.057830494978473,-0.0291258393065373,0.0567164372030394,0.0347411350069279,-0.0036399478660244,0.0026403237774828,0.0376582816467353,0.0795578979168992,0.10744383518413,0.0172135754404156,0.00758479211891422,0.0487790449163594,-0.0369305121529798
"SOCIAL6",0.0626709970312713,-0.0106681439476761,-0.0530169295312295,-0.0469784234644625,0.00278069883087642,-0.024028749441584,-0.00237466557378097,-0.0196606767985249,-0.0354886509232764,0.0187718824356561,0.0187209711530972,-0.0615361648099877,-0.00257257880812534,-0.0998655242736034,-0.0386105971113613,-0.0552855144393482,-0.0374922344605692,-0.0499103836154542,0.0158403645862322,-0.056646625289645,-0.0622421355070316,0.0512511908179179,0.0424768002161401,0.0723618925786098,0.023699474865543,0.150668270603164,0.0833655277622279,0.0738028731639051,0.00648141089061324,0.0954116819863136,0.0920929880513017,0.0520184049766736,-0.0626716088680072,-0.0962303672328872,-0.149930897434972,-0.0756102972794106,-0.120607023226873,0,-0.0239582564794039,-0.105016875206229,0.327861844106283,-0.0173697573812074,-0.0205264915948198,-0.0103052686954694,-0.0292921097673612,-0.0409654746788862,0.00914595990328937,0.0419970510361973,-0.042271582453477,-0.00784757917016704,0.0164951228852322,-0.0870718863988627,-0.0180706903762979,0.0210642283507781,-0.00829212535176832,0.00453253623688454,0.118549135319488,-0.00677194490531091,0.0397480738743684,0.026568753766076,0.0218871867324136,-0.00385489068463291,0.0429366599075204,0.0229671619374393,0.0758752429120002,0.0814903605751017,-0.0300405568106116,0.0335013747576662,0.0509750331970507,-0.229432771332722,-0.0682022787656797,-0.072676111361387,0.0140124726464415,-0.0161990834925588,0.0332373133296537,-0.0530222390464778,-0.00564781715385193,0.000276705982307002,-0.0362921755495437,-0.0320558112725517,-0.085293826258526,0.00353116332076442,0.0260114619975476,-0.962973293886908,-0.0460967324538448,-0.781492374658978,0.00171009450038634,-0.0236401567841304,-0.0626796662563945,0.0252993476840992,-0.0110621637313836,-0.04756680970595,-0.0600718854187495,-0.0795486335697534,0.0192508700381256,-0.0484873402198841,-0.0290722093923815,-0.0170487595244456,-0.0366326291088124,-0.015303467488812,-0.0427935696550056,-0.0435675260590661,-0.0416264653621273,-0.093953470671762,0.0643385153695487
"SOCIAL7",0.0768251303134507,-0.00378697878174894,0.19706465066584,-0.0236980820045595,-0.0178184051387461,0.0237887134385842,0.0736387224601272,-0.0328084237354438,-0.0404004656129943,0.0128192479844176,0.0612354838249927,-0.00439306232112957,-0.0128219280076546,-0.0187407431907768,0.0627535414716545,-0.00204246388222412,-0.0120821201098501,0.00588171226153039,0.0540365420546013,0.0314149205798309,0.0481172211905121,0.0476681644069984,0.0320736994508905,0.00101469675205684,0.0152190529784919,-0.0355091653569772,-0.0162154103948622,-0.0392265585121068,0.00609651873398098,0.0029036888235848,-0.0323021866564557,0.0124354196130332,-0.0493419313097815,0.0237622418396045,0.0591707104591246,-0.11507712724589,-0.00615935326520234,-0.0239582564794038,0,0.203198422551351,0.0208269952851375,0.0271283543315594,0.0481352500779784,-0.0205196049972627,0.0730153584971749,0.00852555707031893,-0.0478531659583053,0.000897549462200553,0.0327156520616033,-0.00823376851456381,0.00798406020002435,-0.000133500897794459,-0.0188393481215133,-0.0221491614895315,0.00597219658445308,0.0312242244035248,0.00776643475380437,-0.0657031299941212,0.0907002785895449,-0.00184534577077156,-0.0319775013330879,-0.0225256875595939,-0.0339304498317813,-0.00750261320059925,0.0118129439950105,0.0170493071365936,0.0716163428087658,-0.0112103439520997,0.0232433218372461,-0.0594662335171531,-0.118579516935697,-0.092389211606601,0.0651971001523734,-0.039803493730577,0.00123965537455895,-0.0357635380278589,0.00670828212585106,0.0182858694831748,-0.0235371420216218,-0.00162404098891694,-0.0469174456948129,-0.0240709086556419,-0.000923974016584783,-1.04315069999913,0.0206785377023117,-0.802684837412243,-0.0211650471032846,-0.0596974063915555,-0.0270311554952057,-0.0390897330190242,-0.0333730628575474,-0.0561001028719064,-0.110926912592015,0.00691112849607256,0.121447470766127,-0.0399963094920899,-0.0289774033562741,-0.086914101251632,-0.0536593256332878,-0.0193568921488884,-0.0171694784603903,0.000786815126767926,-0.0628395394653798,-0.0746926996635985,-0.0028893308924679
